,host,tool,indent,user,time,method,request_path,status,size,referer,agent
3785,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:58 +0300,POST,/administrator/index.php HTTP/1.1,500,1522,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3786,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:17 +0300,POST,/index.php/component/search/ HTTP/1.1,303,395,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3787,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:19 +0300,POST,/index.php/component/search/ HTTP/1.1,303,367,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3788,192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:47 +0300,POST,/index.php/component/search/ HTTP/1.1,303,363,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3789,192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:51 +0300,POST,/DVWA/login.php HTTP/1.1,302,469,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3790,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:26 +0300,GET,/templates/beez_20/css/personal.css HTTP/1.1,200,4918,"http://192.168.4.161/index.php/component/users/?wvstest=javascript:domxssExecutionSink(1,%22'%5C%22%3E%3Cxsstag%3E()locxss%22)","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3791,192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:37 +0300,POST,/index.php/component/search/ HTTP/1.1,303,402,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3792,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:12 +0300,POST,/index.php/component/search/ HTTP/1.1,303,400,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3793,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:31 +0300,POST,/index.php/component/search/ HTTP/1.1,303,361,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3794,192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:02 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,200,237,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3795,192.168.4.25,acunetix,-,-,22/Dec/2016:16:35:42 +0300,POST,/index.php/component/search/ HTTP/1.1,303,385,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3796,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:12 +0300,POST,/index.php/component/search/ HTTP/1.1,303,396,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3797,192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:21 +0300,GET,/DVWA/login.php HTTP/1.1,200,986,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3798,192.168.4.25,acunetix,-,-,22/Dec/2016:16:31:16 +0300,GET,/index.php//www.vulnweb.com/search/ HTTP/1.1,404,3995,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3799,192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:44 +0300,POST,/index.php/component/search/ HTTP/1.1,303,408,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3800,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:37 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3055,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3801,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:24 +0300,GET,/chIu1oui/2-uncategorised/1-testsayfasi HTTP/1.1,404,529,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3802,192.168.4.25,acunetix,-,-,22/Dec/2016:16:40:20 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,303,385,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3803,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:50 +0300,POST,/index.php/component/search/ HTTP/1.1,303,364,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3804,192.168.4.25,acunetix,-,-,22/Dec/2016:16:35:56 +0300,GET,"/index.php/component/search/?ordering=category&searchphrase=all'\""()%26%25<acx><ScRiPt%20>RBUT(9800)</ScRiPt>&searchword= HTTP/1.1",200,3148,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3805,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:58 +0300,POST,/index.php/component/search/ HTTP/1.1,303,396,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3806,192.168.4.25,acunetix,-,-,22/Dec/2016:16:33:55 +0300,POST,/index.php HTTP/1.1,303,368,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3807,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:15 +0300,POST,/index.php/component/search/ HTTP/1.1,303,367,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3808,192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:28 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3084,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3809,192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:52 +0300,POST,/index.php/component/search/ HTTP/1.1,303,350,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3810,192.168.4.25,acunetix,-,-,22/Dec/2016:16:31:13 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3811,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:52 +0300,POST,/index.php/component/search/ HTTP/1.1,303,395,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3812,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:59 +0300,POST,/index.php/component/search/ HTTP/1.1,303,357,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3813,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:35 +0300,POST,/index.php/component/search/ HTTP/1.1,303,402,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3814,192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:53 +0300,POST,/index.php/component/users/?task=!(()%26%26!%7c*%7c*%7c HTTP/1.1,200,2750,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3815,192.168.4.25,acunetix,-,-,22/Dec/2016:16:35:56 +0300,POST,/index.php/component/search/ HTTP/1.1,303,349,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3816,192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:32 +0300,POST,/index.php/component/search/ HTTP/1.1,303,367,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3817,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:39 +0300,GET,/index.php/2-uncategorised/.%5c%5c./.%5c%5c./.%5c%5c./.%5c%5c./.%5c%5c./.%5c%5c./etc/passwd-testsayfasi HTTP/1.1,200,3514,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3818,192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:10 +0300,POST,/index.php/component/search/ HTTP/1.1,303,363,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3819,192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:55 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3052,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3820,192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:39 +0300,POST,/index.php/component/search/ HTTP/1.1,303,376,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3821,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:15 +0300,POST,/index.php/component/search/ HTTP/1.1,303,389,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3822,192.168.4.25,acunetix,-,-,22/Dec/2016:16:31:13 +0300,GET,/index.php/component/http://testasp.vulnweb.com/t/xss.html%3f%2500.jpg/ HTTP/1.1,404,3990,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3823,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:27 +0300,POST,/index.php/component/search/ HTTP/1.1,303,398,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3824,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:31 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3054,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3825,192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:34 +0300,POST,/index.php/component/search/ HTTP/1.1,303,372,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3826,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:32 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2023,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3827,192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:55 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3053,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3828,192.168.4.25,acunetix,-,-,22/Dec/2016:16:25:48 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3084,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3829,192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:06 +0300,POST,/index.php/component/users/?task=registration.register HTTP/1.1,200,237,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3830,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:48 +0300,POST,/index.php/component/search/ HTTP/1.1,303,385,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3831,192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:08 +0300,GET,/DVWA/login.php HTTP/1.1,200,986,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3832,192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:50 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3057,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3833,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:16 +0300,POST,/index.php/component/search/ HTTP/1.1,303,376,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3834,192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:54 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3835,192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:47 +0300,POST,/index.php/component/search/ HTTP/1.1,303,374,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3836,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:17 +0300,POST,/index.php/component/search/ HTTP/1.1,303,411,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3837,192.168.4.25,acunetix,-,-,22/Dec/2016:16:25:48 +0300,POST,/index.php/component/search/ HTTP/1.1,303,369,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3838,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:00 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2017,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3839,192.168.4.25,acunetix,-,-,22/Dec/2016:16:33:35 +0300,GET,/index.php/component/search/?ordering=oldest&searchphrase=any&searchword='%2bresponse.write(9696811*9478124)%2b' HTTP/1.1,200,3266,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3840,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:04 +0300,POST,/index.php HTTP/1.1,200,1874,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3841,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:43 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3051,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3842,192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:25 +0300,POST,/index.php/component/search/ HTTP/1.1,303,371,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3843,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:16 +0300,GET,/index.php/component/%252fetc%252fpasswd/category/2-uncategorised HTTP/1.1,404,3991,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3844,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:10 +0300,GET,/index.php/component/users/?view=-1%20OR%202%2b582-582-1=0%2b0%2b0%2b1 HTTP/1.1,500,2069,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3845,192.168.4.25,acunetix,-,-,22/Dec/2016:16:34:52 +0300,POST,/index.php HTTP/1.1,303,367,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3846,192.168.4.25,acunetix,-,-,22/Dec/2016:16:31:46 +0300,POST,/index.php/component/search/ HTTP/1.1,303,397,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3847,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:56 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3055,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3848,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:53 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2011,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3849,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:58 +0300,GET,/index.php/component/search/?searchword=ul.menu&ordering=newest&searchphrase=all&areas[0]=newsfeeds HTTP/1.1,200,3174,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3850,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:43 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3851,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:56 +0300,POST,/index.php/component/search/ HTTP/1.1,303,402,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3852,192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:23 +0300,POST,/index.php/component/search/ HTTP/1.1,303,344,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3853,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:08 +0300,GET,/plugins/ HTTP/1.1,200,312,http://192.168.4.161/plugins/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3854,192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:49 +0300,POST,/DVWA/login.php HTTP/1.1,302,469,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3855,192.168.4.25,acunetix,-,-,22/Dec/2016:16:33:05 +0300,POST,/index.php/component/search/ HTTP/1.1,303,357,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3856,192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:43 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3051,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3857,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:51 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3056,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3858,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:28 +0300,POST,/index.php/component/search/ HTTP/1.1,303,368,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3859,192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:10 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3057,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3860,192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:30 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2023,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3861,192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:39 +0300,POST,/index.php/component/users/?task=remind.remind HTTP/1.1,200,237,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3862,192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:55 +0300,POST,/index.php/component/search/ HTTP/1.1,303,381,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3863,192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:47 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2017,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3864,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:16 +0300,POST,/index.php/component/search/ HTTP/1.1,303,371,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3865,192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:57 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,200,237,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3866,192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:06 +0300,POST,/index.php/component/search/ HTTP/1.1,303,394,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3867,192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:37 +0300,POST,/index.php HTTP/1.1,200,338,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3868,192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:02 +0300,GET,/index.php/component/content/?format=%252fetc%252fpasswd&type=rss&view=featured HTTP/1.1,500,2067,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3869,192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:25 +0300,POST,/index.php/component/search/ HTTP/1.1,200,2578,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3870,192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:48 +0300,POST,/index.php/component/search/ HTTP/1.1,303,381,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3871,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:02 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2023,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3872,192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:39 +0300,POST,/index.php/component/search/ HTTP/1.1,303,376,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
3873,192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:23 +0300,POST,/index.php/component/users/?task=reset.request HTTP/1.1,200,238,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
